"MTU (CET/CEST)","Day-ahead Price [EUR/MWh]","Currency","BZN|DE-LU"
"04.01.2022 19:15 - 04.01.2022 19:30","152.62","EUR"
"04.01.2022 19:30 - 04.01.2022 19:45","150.18","EUR"
"04.01.2022 19:45 - 04.01.2022 20:00","110.12","EUR"
"04.01.2022 20:00 - 04.01.2022 20:15","294.11","EUR"
"04.01.2022 20:15 - 04.01.2022 20:30","164.25","EUR"
"04.01.2022 20:30 - 04.01.2022 20:45","127.74","EUR"
"04.01.2022 20:45 - 04.01.2022 21:00","41.85","EUR"
"04.01.2022 21:00 - 04.01.2022 21:15","201.60","EUR"
"04.01.2022 21:15 - 04.01.2022 21:30","154.01","EUR"
"04.01.2022 21:30 - 04.01.2022 21:45","74.77","EUR"
"04.01.2022 21:45 - 04.01.2022 22:00","105.60","EUR"
"04.01.2022 22:00 - 04.01.2022 22:15","200.00","EUR"
"04.01.2022 22:15 - 04.01.2022 22:30","169.70","EUR"
"04.01.2022 22:30 - 04.01.2022 22:45","136.13","EUR"
"04.01.2022 22:45 - 04.01.2022 23:00","-26.43","EUR"
"04.01.2022 23:00 - 04.01.2022 23:15","178.12","EUR"
"04.01.2022 23:15 - 04.01.2022 23:30","140.17","EUR"
"04.01.2022 23:30 - 04.01.2022 23:45","98.87","EUR"
"04.01.2022 23:45 - 05.01.2022 00:00","-14.96","EUR"
"05.01.2022 00:00 - 05.01.2022 00:15","156.84","EUR"
"05.01.2022 00:15 - 05.01.2022 00:30","129.37","EUR"
"05.01.2022 00:30 - 05.01.2022 00:45","78.86","EUR"
"05.01.2022 00:45 - 05.01.2022 01:00","56.16","EUR"
"05.01.2022 01:00 - 05.01.2022 01:15","131.84","EUR"
"05.01.2022 01:15 - 05.01.2022 01:30","72.04","EUR"
"05.01.2022 01:30 - 05.01.2022 01:45","104.92","EUR"
"05.01.2022 01:45 - 05.01.2022 02:00","67.15","EUR"
"05.01.2022 02:00 - 05.01.2022 02:15","148.91","EUR"
"05.01.2022 02:15 - 05.01.2022 02:30","61.75","EUR"
"05.01.2022 02:30 - 05.01.2022 02:45","74.93","EUR"
"05.01.2022 02:45 - 05.01.2022 03:00","89.47","EUR"
"05.01.2022 03:00 - 05.01.2022 03:15","114.02","EUR"
"05.01.2022 03:15 - 05.01.2022 03:30","44.30","EUR"
"05.01.2022 03:30 - 05.01.2022 03:45","87.58","EUR"
"05.01.2022 03:45 - 05.01.2022 04:00","99.03","EUR"
"05.01.2022 04:00 - 05.01.2022 04:15","34.48","EUR"
"05.01.2022 04:15 - 05.01.2022 04:30","50.90","EUR"
"05.01.2022 04:30 - 05.01.2022 04:45","150.15","EUR"
"05.01.2022 04:45 - 05.01.2022 05:00","117.81","EUR"
